Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Unit,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022,Y2023
"10","'036","Australia","515","'01341","Apples","152","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$","139256.000000","154006.000000","164998.000000","173412.000000","169921.000000","177887.000000","174605.000000","176381.000000","199395.000000","200156.000000","208925.000000","169999.000000","201243.000000","156375.000000","171232.000000","129721.000000","142333.000000","121946.000000","162816.000000","141040.000000","144867.000000","138993.000000","141990.000000","126023.000000","166145.000000","135936.000000","153278.000000","141509.000000","152478.000000","150759.000000","136281.000000","149200.000000","154718.000000","144867.000000","149414.000000","132230.000000","166649.000000","145780.000000","157815.000000","150876.000000","142860.000000","137005.000000","153906.000000","134654.000000","213651.000000","142191.000000","178407.000000","125307.000000","139304.000000","124798.000000","141496.000000","136439.000000","136351.000000","125916.000000","139333.000000","145517.000000","148081.000000","126664.000000","125151.000000","124120.000000","134472.000000","141845.000000","134603.000000"
"10","'036","Australia","515","'01341","Apples","56","Gross Production Value (current thousand SLC)","1000 SLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"182477.000000","269318.000000","263545.000000","237556.000000","269705.000000","305360.000000","377784.000000","271793.000000","320979.000000","273622.000000","263321.000000","316388.000000","381504.000000","410806.000000","733293.000000","391626.000000","676584.000000","488485.000000","543047.000000","401890.000000","596558.000000","465393.000000","441406.000000","433770.000000","555854.000000","540446.000000","511694.000000","490821.000000","512800.000000","542590.000000","725748.000000","645747.000000","647000.000000"
"10","'036","Australia","515","'01341","Apples","55","Gross Production Value (constant 2014-2016 thousand SLC)","1000 SLC","517490.000000","572299.000000","613148.000000","644414.000000","631444.000000","661044.000000","648847.000000","655449.000000","740969.000000","743796.000000","776384.000000","631733.000000","747839.000000","581104.000000","636313.000000","482054.000000","528920.000000","453163.000000","605039.000000","524116.000000","538339.000000","516511.000000","527647.000000","468314.000000","617408.000000","505152.000000","569596.000000","525861.000000","566621.000000","560233.000000","506432.000000","554441.000000","574947.000000","538338.000000","555237.000000","491378.000000","619283.000000","541733.000000","586455.000000","560670.000000","530880.000000","509123.000000","571930.000000","500385.000000","793948.000000","528394.000000","662977.000000","465654.000000","517665.000000","463759.000000","525811.000000","507018.000000","506692.000000","467916.000000","517774.000000","540755.000000","550282.000000","470695.000000","465073.000000","461242.000000","499708.000000","527109.000000","500199.000000"
"10","'036","Australia","515","'01341","Apples","57","Gross Production Value (current thousand US$)","1000 USD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"142143.000000","197788.000000","179214.000000","173684.000000","199925.000000","238962.000000","280384.000000","170743.000000","207090.000000","158637.000000","136193.000000","171897.000000","247422.000000","302118.000000","559991.000000","294905.000000","566145.000000","409742.000000","423531.000000","368652.000000","615349.000000","481873.000000","426132.000000","391008.000000","417593.000000","401755.000000","392175.000000","366719.000000","356481.000000","373405.000000","545174.000000","447918.000000","429846.000000"
"10","'036","Australia","515","'01341","Apples","58","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD","411422.000000","454997.000000","487474.000000","512332.000000","502020.000000","525553.000000","515856.000000","521105.000000","589096.000000","591344.000000","617252.000000","502250.000000","594558.000000","461998.000000","505891.000000","383249.000000","420510.000000","360281.000000","481027.000000","416691.000000","427999.000000","410644.000000","419498.000000","372326.000000","490861.000000","401613.000000","452848.000000","418078.000000","450483.000000","445405.000000","402631.000000","440800.000000","457103.000000","427997.000000","441433.000000","390663.000000","492352.000000","430697.000000","466252.000000","445752.000000","422068.000000","404771.000000","454705.000000","397823.000000","631216.000000","420092.000000","527090.000000","370211.000000","411562.000000","368705.000000","418038.000000","403097.000000","402838.000000","372010.000000","411648.000000","429919.000000","437494.000000","374219.000000","369749.000000","366703.000000","397286.000000","419070.000000","397675.000000"
"10","'036","Australia","526","'01343","Apricots","152","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$","33328.000000","33328.000000","34123.000000","28703.000000","35099.000000","31702.000000","42894.000000","27080.000000","35739.000000","32360.000000","43248.000000","38257.000000","35995.000000","30886.000000","22990.000000","21461.000000","21902.000000","20340.000000","25431.000000","21585.000000","25080.000000","22169.000000","21992.000000","19330.000000","20055.000000","22934.000000","21721.000000","23224.000000","22888.000000","24314.000000","20666.000000","26007.000000","24132.000000","17364.000000","24369.000000","17724.000000","21230.000000","16284.000000","17596.000000","16279.000000","16904.000000","10119.000000","16170.000000","8729.000000","16134.000000","13858.000000","14192.000000","13924.000000","11199.000000","10791.000000","10880.000000","9981.000000","9461.000000","7566.000000","7942.000000","7126.000000","4383.000000","7208.000000","6861.000000","5101.000000","4471.000000","3934.000000","2044.000000"
"10","'036","Australia","526","'01343","Apricots","56","Gross Production Value (current thousand SLC)","1000 SLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23566.000000","33498.000000","30583.000000","27094.000000","28741.000000","30750.000000","39139.000000","31014.000000","27928.000000","31820.000000","29514.000000","18038.000000","24678.000000","24087.000000","28956.000000","23857.000000","47823.000000",,"31858.000000",,"20589.000000",,,,,"23942.000000","6999.000000","14258.000000","18161.000000",,,,"9500.000000"
"10","'036","Australia","526","'01343","Apricots","55","Gross Production Value (constant 2014-2016 thousand SLC)","1000 SLC","78045.000000","78045.000000","79905.000000","67214.000000","82191.000000","74237.000000","100445.000000","63412.000000","83689.000000","75778.000000","101273.000000","89587.000000","84290.000000","72325.000000","53836.000000","50255.000000","51289.000000","47631.000000","59551.000000","50545.000000","58731.000000","51914.000000","51498.000000","45264.000000","46962.000000","53704.000000","50863.000000","54384.000000","53598.000000","56935.000000","48393.000000","60900.000000","56510.000000","40661.000000","57066.000000","41505.000000","49714.000000","38131.000000","41204.000000","38120.000000","39585.000000","23697.000000","37865.000000","20442.000000","37780.000000","32452.000000","33233.000000","32606.000000","26225.000000","25269.000000","25477.000000","23373.000000","22154.000000","17716.000000","18598.000000","16686.000000","10263.000000","16880.000000","16067.000000","11945.000000","10469.000000","9213.000000","4785.000000"
"10","'036","Australia","526","'01343","Apricots","57","Gross Production Value (current thousand US$)","1000 USD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18357.000000","24601.000000","20797.000000","19809.000000","21305.000000","24064.000000","29048.000000","19483.000000","18019.000000","18448.000000","15265.000000","9800.000000","16004.000000","17714.000000","22113.000000","17965.000000","40016.000000",,"24847.000000",,"21237.000000",,,,,"17798.000000","5364.000000","10653.000000","12625.000000",,,,"6311.000000"
"10","'036","Australia","526","'01343","Apricots","58","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD","61303.000000","61303.000000","62765.000000","52796.000000","64560.000000","58313.000000","78898.000000","49810.000000","65737.000000","59522.000000","79549.000000","70370.000000","66209.000000","56811.000000","42287.000000","39475.000000","40287.000000","37414.000000","46777.000000","39702.000000","46132.000000","40778.000000","40451.000000","35555.000000","36888.000000","42184.000000","39952.000000","42718.000000","42101.000000","44722.000000","38012.000000","47836.000000","44388.000000","31939.000000","44825.000000","32602.000000","39050.000000","29952.000000","32365.000000","29943.000000","31094.000000","18613.000000","29742.000000","16057.000000","29676.000000","25491.000000","26104.000000","25611.000000","20599.000000","19849.000000","20012.000000","18359.000000","17402.000000","13916.000000","14608.000000","13107.000000","8062.000000","13259.000000","12620.000000","9382.000000","8223.000000","7237.000000","3759.000000"
"10","'036","Australia","367","'01211","Asparagus","152","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$","5356.000000","5691.000000","6409.000000","5575.000000","6161.000000","5974.000000","7681.000000","6484.000000","5379.000000","5371.000000","6831.000000","6877.000000","5615.000000","4709.000000","4637.000000","4493.000000","4338.000000","4663.000000","4843.000000","4072.000000","4072.000000","3250.000000","3582.000000","6677.000000","4741.000000","4448.000000","6255.000000","6085.000000","5870.000000","6628.000000","6102.000000","6235.000000","6311.000000","7090.000000","6327.000000","7548.000000","8025.000000","10179.000000","10122.000000","16698.000000","12732.000000","14200.000000","12442.000000","10552.000000","11495.000000","9911.000000","5709.000000","9954.000000","7106.000000","8994.000000","10460.000000","9104.000000","8917.000000","8656.000000","8456.000000","8143.000000","7939.000000","7746.000000","7613.000000","7375.000000","7134.000000","6823.000000","5391.000000"
"10","'036","Australia","367","'01211","Asparagus","56","Gross Production Value (current thousand SLC)","1000 SLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20227.000000","30160.000000","30795.000000","40009.000000","36395.000000","37772.000000","37544.000000","51310.000000","59236.000000","95832.000000","58012.000000","65858.000000","58414.000000","46502.000000","48436.000000","46611.000000","26160.000000","45335.000000","44965.000000",,"68716.000000",,,,,,,,,,,,"59300.000000"
"10","'036","Australia","367","'01211","Asparagus","55","Gross Production Value (constant 2014-2016 thousand SLC)","1000 SLC","39623.000000","42100.000000","47409.000000","41242.000000","45579.000000","44194.000000","56821.000000","47966.000000","39788.000000","39736.000000","50534.000000","50873.000000","41535.000000","34834.000000","34299.000000","33237.000000","32093.000000","34495.000000","35828.000000","30120.000000","30120.000000","24043.000000","26498.000000","49397.000000","35075.000000","32906.000000","46272.000000","45014.000000","43425.000000","49028.000000","45142.000000","46121.000000","46686.000000","52449.000000","46806.000000","55835.000000","59366.000000","75300.000000","74878.000000","123522.000000","94185.000000","105043.000000","92039.000000","78056.000000","85036.000000","73320.000000","42236.000000","73636.000000","52567.000000","66531.000000","77378.000000","67343.000000","65965.000000","64034.000000","62556.000000","60238.000000","58727.000000","57303.000000","56317.000000","54557.000000","52775.000000","50470.000000","39879.000000"
"10","'036","Australia","367","'01211","Asparagus","57","Gross Production Value (current thousand US$)","1000 USD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15756.000000","22149.000000","20941.000000","29252.000000","26978.000000","29559.000000","27864.000000","32233.000000","38218.000000","55560.000000","30005.000000","35781.000000","37884.000000","34199.000000","36989.000000","35099.000000","21890.000000","38027.000000","35069.000000",,"70880.000000",,,,,,,,,,,,"39397.000000"
"10","'036","Australia","367","'01211","Asparagus","58","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD","31481.000000","33450.000000","37667.000000","32768.000000","36214.000000","35113.000000","45146.000000","38110.000000","31613.000000","31571.000000","40150.000000","40419.000000","33001.000000","27676.000000","27251.000000","26408.000000","25498.000000","27407.000000","28466.000000","23931.000000","23931.000000","19103.000000","21053.000000","39247.000000","27868.000000","26145.000000","36764.000000","35765.000000","34503.000000","38954.000000","35867.000000","36644.000000","37093.000000","41672.000000","37189.000000","44362.000000","47168.000000","59827.000000","59492.000000","98141.000000","74832.000000","83459.000000","73127.000000","62017.000000","67563.000000","58254.000000","33557.000000","58505.000000","41766.000000","52861.000000","61479.000000","53506.000000","52411.000000","50877.000000","49702.000000","47860.000000","46660.000000","45529.000000","44745.000000","43347.000000","41931.000000","40100.000000","31685.000000"
"10","'036","Australia","572","'01311","Avocados","152","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$","365.000000","365.000000","457.000000","457.000000","548.000000","548.000000","639.000000","639.000000","731.000000","731.000000","822.000000","860.000000","628.000000","607.000000","649.000000","521.000000","605.000000","895.000000","1279.000000","1553.000000","2192.000000","3106.000000","4932.000000","5663.000000","6394.000000","8860.000000","8950.000000","10122.000000","10426.000000","10966.000000","10543.000000","11806.000000","11806.000000","12788.000000","14286.000000","14995.000000","18334.000000","18427.000000","22206.000000","21900.000000","27251.000000","26019.000000","37022.000000","38269.000000","29808.000000","31469.000000","43148.000000","41104.000000","35146.000000","38807.000000","33180.000000","44713.000000","48395.000000","40162.000000","45120.000000","61747.000000","51609.000000","57989.000000","72647.000000","70603.000000","78541.000000","88552.000000","105394.000000"
"10","'036","Australia","572","'01311","Avocados","56","Gross Production Value (current thousand SLC)","1000 SLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42151.000000","45795.000000","51782.000000","55145.000000","57878.000000","68934.000000","92005.000000","103486.000000","90396.000000","81651.000000","123291.000000",,"109662.000000",,"105343.000000","126294.000000","220246.000000","215580.000000","221101.000000","330294.000000","299229.000000","404660.000000","347718.000000","327574.000000","336094.000000",,"560699.000000"
"10","'036","Australia","572","'01311","Avocados","55","Gross Production Value (constant 2014-2016 thousand SLC)","1000 SLC","1902.000000","1902.000000","2378.000000","2378.000000","2853.000000","2853.000000","3329.000000","3329.000000","3804.000000","3804.000000","4280.000000","4474.000000","3271.000000","3157.000000","3376.000000","2710.000000","3148.000000","4660.000000","6657.000000","8084.000000","11412.000000","16167.000000","25677.000000","29481.000000","33285.000000","46124.000000","46589.000000","52695.000000","54274.000000","57084.000000","54882.000000","61458.000000","61458.000000","66570.000000","74368.000000","78058.000000","95442.000000","95927.000000","115599.000000","114006.000000","141861.000000","135446.000000","192725.000000","199220.000000","155175.000000","163819.000000","224617.000000","213975.000000","182963.000000","202019.000000","172725.000000","232762.000000","251929.000000","209073.000000","234883.000000","321438.000000","268662.000000","301876.000000","378179.000000","367539.000000","408865.000000","460981.000000","548655.000000"
"10","'036","Australia","572","'01311","Avocados","57","Gross Production Value (current thousand US$)","1000 USD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31284.000000","28769.000000","33409.000000","31971.000000","29935.000000","37453.000000","59670.000000","76106.000000","69032.000000","61486.000000","103166.000000",,"85527.000000",,"108661.000000","130766.000000","212625.000000","194328.000000","166105.000000","245532.000000","229337.000000","302343.000000","241722.000000","225434.000000","252470.000000",,"372510.000000"
"10","'036","Australia","572","'01311","Avocados","58","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD","1522.000000","1522.000000","1902.000000","1902.000000","2283.000000","2283.000000","2663.000000","2663.000000","3044.000000","3044.000000","3424.000000","3580.000000","2618.000000","2526.000000","2701.000000","2169.000000","2519.000000","3729.000000","5327.000000","6468.000000","9132.000000","12936.000000","20546.000000","23590.000000","26634.000000","36907.000000","37280.000000","42165.000000","43428.000000","45677.000000","43915.000000","49177.000000","49177.000000","53267.000000","59507.000000","62460.000000","76370.000000","76758.000000","92499.000000","91224.000000","113513.000000","108380.000000","154213.000000","159410.000000","124166.000000","131083.000000","179732.000000","171217.000000","146402.000000","161650.000000","138210.000000","186250.000000","201587.000000","167294.000000","187946.000000","257205.000000","214976.000000","241552.000000","302608.000000","294094.000000","327162.000000","368864.000000","439018.000000"
"10","'036","Australia","486","'01312","Bananas","152","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$","44045.000000","44045.000000","43647.000000","48086.000000","45416.000000","42401.000000","44264.000000","46472.000000","44620.000000","46607.000000","47147.000000","45457.000000","37195.000000","37621.000000","35519.000000","36709.000000","40915.000000","34780.000000","40229.000000","44493.000000","44215.000000","46079.000000","49954.000000","52067.000000","51481.000000","47206.000000","56084.000000","56944.000000","69612.000000","64110.000000","58693.000000","62907.000000","76065.000000","77954.000000","74000.000000","78248.000000","70970.000000","79282.000000","80068.000000","91341.000000","127441.000000","111413.000000","94152.000000","91472.000000","94435.000000","66633.000000","75810.000000","73630.000000","96150.000000","107451.000000","72097.000000","101535.000000","117467.000000","90490.000000","89618.000000","125966.000000","146851.000000","132968.000000","110291.000000","132435.000000","123048.000000","99864.000000","133082.000000"
"10","'036","Australia","486","'01312","Bananas","56","Gross Production Value (current thousand SLC)","1000 SLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235206.000000","269959.000000","299685.000000","203219.000000","254717.000000","224888.000000","216545.000000","230315.000000","266373.000000","283838.000000","408562.000000","415454.000000","321698.000000","285533.000000","326917.000000","430608.000000","860021.000000","388032.000000","427762.000000","488009.000000","316089.000000","466850.000000","490555.000000","341250.000000","454903.000000","409148.000000","538516.000000","487606.000000","490983.000000","647139.000000","657470.000000","536168.000000",
"10","'036","Australia","486","'01312","Bananas","55","Gross Production Value (constant 2014-2016 thousand SLC)","1000 SLC","177578.000000","177578.000000","175975.000000","193869.000000","183106.000000","170952.000000","178461.000000","187363.000000","179898.000000","187909.000000","190083.000000","183271.000000","149962.000000","151678.000000","143205.000000","148002.000000","164961.000000","140224.000000","162194.000000","179385.000000","178264.000000","185777.000000","201403.000000","209922.000000","207558.000000","190321.000000","226118.000000","229583.000000","280657.000000","258476.000000","236637.000000","253624.000000","306673.000000","314291.000000","298349.000000","315474.000000","286133.000000","319646.000000","322814.000000","368262.000000","513809.000000","449188.000000","379595.000000","368792.000000","380739.000000","268646.000000","305648.000000","296856.000000","387653.000000","433215.000000","290677.000000","409362.000000","473597.000000","364831.000000","361318.000000","507864.000000","592065.000000","536092.000000","444666.000000","533944.000000","496099.000000","402626.000000","536551.000000"
"10","'036","Australia","486","'01312","Bananas","57","Gross Production Value (current thousand US$)","1000 USD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"183217.000000","198259.000000","203790.000000","148579.000000","188814.000000","175988.000000","160716.000000","144686.000000","171859.000000","164560.000000","211313.000000","225721.000000","208635.000000","209989.000000","249655.000000","324260.000000","719639.000000","325482.000000","333618.000000","447650.000000","326045.000000","483381.000000","473580.000000","307609.000000","341752.000000","304151.000000","412732.000000","364317.000000","341315.000000","445355.000000","493884.000000","371909.000000",
"10","'036","Australia","486","'01312","Bananas","58","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD","141346.000000","141346.000000","140070.000000","154312.000000","145746.000000","136071.000000","142048.000000","149134.000000","143192.000000","149569.000000","151299.000000","145877.000000","119364.000000","120730.000000","113985.000000","117804.000000","131302.000000","111613.000000","129100.000000","142783.000000","141891.000000","147872.000000","160309.000000","167090.000000","165208.000000","151488.000000","179981.000000","182739.000000","223393.000000","205737.000000","188354.000000","201875.000000","244100.000000","250164.000000","237474.000000","251105.000000","227751.000000","254426.000000","256948.000000","293122.000000","408972.000000","357536.000000","302143.000000","293544.000000","303054.000000","213832.000000","243284.000000","236286.000000","308557.000000","344823.000000","231368.000000","325837.000000","376966.000000","290391.000000","287596.000000","404240.000000","471261.000000","426709.000000","353937.000000","424999.000000","394876.000000","320475.000000","427074.000000"
"10","'036","Australia","44","'0115","Barley","152","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$","183391.000000","174887.000000","191748.000000","217906.000000","184855.000000","272135.000000","162598.000000","320741.000000","330957.000000","458036.000000","597142.000000","336465.000000","466998.000000","489988.000000","619352.000000","554658.000000","464342.000000","780473.000000","721528.000000","522523.000000","672150.000000","377722.000000","952602.000000","1082123.000000","935360.000000","691243.000000","665721.000000","631545.000000","787909.000000","800298.000000","800298.000000","882522.000000","1051422.000000","1299145.000000","567565.000000","1134410.000000","1304577.000000","1262862.000000","1166424.000000","982508.000000","1313712.000000","1613115.000000","752970.000000","2022651.000000","1507908.000000","1847290.000000","829381.000000","1394987.000000","1557928.000000","1532219.000000","1557580.000000","1601638.000000","1455661.000000","1787415.000000","1684529.000000","1751929.000000","2631319.000000","1802891.000000","1718160.000000","1973038.000000","2853925.000000","2801070.000000","2628471.000000"
"10","'036","Australia","44","'0115","Barley","56","Gross Production Value (current thousand SLC)","1000 SLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"566870.000000","679470.000000","793318.000000","846865.000000","620509.000000","1275167.000000","1305741.000000","1030638.000000","838180.000000","867396.000000","1341857.000000","1722192.000000","985532.000000","1754529.000000","1230623.000000","1412779.000000","1038716.000000","2241133.000000","1847193.000000","1352703.000000","1726860.000000","1726381.000000","2062159.000000","2449569.000000","2420970.000000","2275045.000000","2660680.000000","2276448.000000","3016080.000000","3006455.000000","3728503.000000","4357611.000000","3746959.000000"
"10","'036","Australia","44","'0115","Barley","55","Gross Production Value (constant 2014-2016 thousand SLC)","1000 SLC","251014.000000","239375.000000","262453.000000","298257.000000","253019.000000","372482.000000","222555.000000","439012.000000","452995.000000","626933.000000","817333.000000","460533.000000","639200.000000","670667.000000","847733.000000","759184.000000","635565.000000","1068267.000000","987586.000000","715200.000000","920000.000000","517003.000000","1303867.000000","1481148.000000","1280267.000000","946133.000000","911200.000000","864423.000000","1078445.000000","1095401.000000","1095401.000000","1207946.000000","1439126.000000","1778195.000000","776851.000000","1552715.000000","1785629.000000","1728533.000000","1596533.000000","1344800.000000","1798133.000000","2207938.000000","1030622.000000","2768487.000000","2063938.000000","2528464.000000","1135209.000000","1909378.000000","2132402.000000","2097214.000000","2131925.000000","2192230.000000","1992425.000000","2446511.000000","2305686.000000","2397940.000000","3601597.000000","2467694.000000","2351719.000000","2700580.000000","3906288.000000","3833942.000000","3597700.000000"
