Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Unit,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022,Y2023
"10","'036","Australia","486","'01312","Bananas","5510","Production","t","123863.000000","123863.000000","122745.000000","135226.000000","127719.000000","119241.000000","124479.000000","130688.000000","125481.000000","131069.000000","132585.000000","127834.000000","104600.000000","105797.000000","99887.000000","103233.000000","115062.000000","97808.000000","113132.000000","125123.000000","124341.000000","129582.000000","140481.000000","146423.000000","144774.000000","132751.000000","157720.000000","160137.000000","195762.000000","180290.000000","165057.000000","176906.000000","213908.000000","219222.000000","208102.000000","220047.000000","199581.000000","222957.000000","225167.000000","256867.000000","358388.000000","313314.000000","264772.000000","257237.000000","265570.000000","187384.000000","213193.000000","207061.000000","270393.000000","302173.000000","202751.000000","285535.000000","330340.000000","254474.000000","252024.000000","354241.000000","412972.360000","373931.000000","310160.000000","372432.650000","346035.250000","280836.630000","374251.000000"
"10","'036","Australia","44","'0115","Barley","5312","Area harvested","ha","964512.000000","820498.000000","814765.000000","835306.000000","929849.000000","1010784.000000","1056818.000000","1340995.000000","1521163.000000","2000057.000000","2535421.000000","2139902.000000","1894474.000000","1825550.000000","2329000.000000","2320963.000000","2802638.000000","2785000.000000","2482354.000000","2451000.000000","2685000.000000","2452436.000000","3108544.000000","3518105.000000","3238000.000000","2274000.000000","2346000.000000","2190112.000000","2309935.000000","2450000.000000","2450000.000000","2650000.000000","2947000.000000","3424470.000000","2470490.000000","3110590.000000","3367000.000000","3521000.000000","3167000.000000","2589000.000000","3454000.000000","3707378.000000","3863778.000000","4477024.000000","4645658.000000","4405727.000000","4181979.000000","4901838.000000","5015011.000000","4421596.000000","3680994.000000","3718261.000000","3644368.000000","3814113.000000","4078041.000000","4107648.000000","4834102.000000","4124158.000000","4436588.000000","5040903.000000","5491009.000000","5094527.000000","3807695.000000"
"10","'036","Australia","44","'0115","Barley","5412","Yield","kg/ha","975.900000","1094.000000","1208.000000","1339.000000","1020.400000","1381.900000","789.700000","1227.700000","1116.700000","1175.500000","1208.900000","807.000000","1265.300000","1377.700000","1365.000000","1226.600000","850.400000","1438.400000","1491.900000","1094.200000","1284.900000","790.500000","1572.900000","1578.800000","1482.700000","1560.200000","1456.500000","1480.100000","1750.800000","1676.600000","1676.600000","1709.400000","1831.300000","1947.200000","1179.200000","1871.900000","1988.700000","1841.000000","1890.400000","1947.900000","1952.200000","2233.300000","1000.300000","2318.900000","1666.000000","2152.100000","1017.900000","1460.700000","1594.500000","1778.700000","2171.900000","2210.900000","2050.200000","2405.400000","2120.200000","2189.200000","2793.900000","2243.800000","1987.800000","2009.000000","2667.700000","2822.100000","3543.200000"
"10","'036","Australia","44","'0115","Barley","5510","Production","t","941304.000000","897655.000000","984200.000000","1118465.000000","948822.000000","1396808.000000","834580.000000","1646296.000000","1698732.000000","2351000.000000","3065000.000000","1727000.000000","2397000.000000","2515000.000000","3179000.000000","2846939.000000","2383369.000000","4006000.000000","3703449.000000","2682000.000000","3450000.000000","1938763.000000","4889501.000000","5554305.000000","4801000.000000","3548000.000000","3417000.000000","3241585.000000","4044167.000000","4107755.000000","4107755.000000","4529797.000000","5396721.000000","6668230.000000","2913190.000000","5822680.000000","6696110.000000","6482000.000000","5987000.000000","5043000.000000","6743000.000000","8279769.000000","3864833.000000","10381827.800000","7739767.000000","9481741.000000","4257032.000000","7160168.000000","7996506.000000","7864551.000000","7994720.000000","8220863.000000","7471592.000000","9174417.000000","8646321.000000","8992274.000000","13505990.000000","9253852.000000","8818946.120000","10127175.290000","14648580.550000","14377284.330000","13491375.000000"
"10","'036","Australia","176","'01701","Beans, dry","5312","Area harvested","ha","809.000000","809.000000","2023.000000","1214.000000","1214.000000","2023.000000","2428.000000","4053.000000","5266.000000","4644.000000","8412.000000","9516.000000","4523.000000","3230.000000","7592.000000","8224.000000","10360.000000","4784.000000","4297.000000","3314.000000","5690.000000","21748.000000","23017.000000","30390.000000","41006.000000","57932.000000","36235.000000","38302.000000","24572.000000","29788.000000","32174.000000","38000.000000","27800.000000","38100.000000","41100.000000","52700.000000","44000.000000","54000.000000","52000.000000","52000.000000","47200.000000","49100.000000","26678.000000","33597.000000","40380.000000","28000.000000","44291.000000","45000.000000","54585.000000","86400.000000","55000.000000","38000.000000","35000.000000","64000.000000","119000.000000","130000.000000","88798.000000","77823.000000","89824.000000","98098.000000","116000.000000","116713.000000","121770.000000"
"10","'036","Australia","176","'01701","Beans, dry","5412","Yield","kg/ha","552.500000","1100.100000","515.100000","593.900000","202.600000","468.600000","604.600000","208.700000","480.600000","241.400000","773.200000","189.100000","561.400000","875.900000","798.700000","721.900000","793.700000","1038.900000","357.200000","649.400000","1009.700000","227.100000","655.800000","622.300000","461.300000","412.400000","590.100000","540.700000","584.600000","561.100000","694.200000","500.000000","1147.500000","538.100000","564.500000","945.000000","840.900000","981.500000","903.800000","1115.400000","1059.300000","792.300000","1949.200000","1726.300000","1312.500000","1285.700000","644.900000","1011.100000","926.200000","754.600000","809.100000","921.100000","914.300000","906.300000","903.400000","946.200000","1159.900000","1297.800000","1426.800000","1588.200000","2215.500000","1843.200000","1487.800000"
"10","'036","Australia","176","'01701","Beans, dry","5510","Production","t","447.000000","890.000000","1042.000000","721.000000","246.000000","948.000000","1468.000000","846.000000","2531.000000","1121.000000","6504.000000","1799.000000","2539.000000","2829.000000","6064.000000","5937.000000","8223.000000","4970.000000","1535.000000","2152.000000","5745.000000","4940.000000","15095.000000","18912.000000","18918.000000","23889.000000","21382.000000","20708.000000","14365.000000","16714.000000","22336.000000","19000.000000","31900.000000","20500.000000","23200.000000","49800.000000","37000.000000","53000.000000","47000.000000","58000.000000","50000.000000","38900.000000","52000.000000","58000.000000","53000.000000","36000.000000","28565.000000","45500.000000","50557.000000","65200.000000","44500.000000","35000.000000","32000.000000","58000.000000","107500.000000","123000.000000","103000.000000","101000.000000","128158.440000","155798.520000","257000.000000","215120.160000","181169.120000"
"10","'036","Australia","51","'24310.01","Beer of barley, malted","5510","Production","t","1072846.000000","1100122.000000","1163766.000000","1227409.000000","1249662.000000","1270609.000000","1335212.000000","1408225.000000","1484815.000000","1554718.000000","1618362.000000","1663821.000000","1745000.000000","1901000.000000","1957000.000000","1931714.000000","1944925.000000","2001441.000000","1964928.000000","1942412.000000","1986220.000000","1967664.000000","1972387.000000","1851895.000000","1855312.000000","1862711.000000","1859020.000000","1891244.000000","1950873.000000","1939050.000000","1915482.000000","1862304.000000","1805110.000000","1752230.000000","1743000.000000","1735000.000000","1757000.000000","1738000.000000","1768000.000000","1745000.000000","1744000.000000","1727000.000000","1726000.000000","1691000.000000","1748190.000000","1720000.000000","1677000.000000","1708000.000000","1711000.000000","1695000.000000","1738000.000000","1735000.000000","1736000.000000","1691000.000000","1618000.000000","1594400.000000","1650845.000000","1626100.000000","1610000.000000","1658000.000000","1683000.000000","1366600.000000",
"10","'036","Australia","1181","'02196","Bees","5114","Stocks","No","323447.000000","347092.000000","303347.000000","339609.000000","326000.000000","310223.000000","318913.000000","360238.000000","301073.000000","367943.000000","375570.000000","384000.000000","395393.000000","409238.000000","491354.000000","497037.000000","492942.000000","478617.000000","501153.000000","510812.000000","530907.000000","551518.000000","537000.000000","530000.000000","553000.000000","560000.000000","364000.000000","366000.000000","405000.000000","405000.000000","384000.000000","366000.000000","361678.000000","465000.000000","489000.000000","466000.000000","486000.000000","396000.000000","339000.000000","428000.000000","380000.000000","360000.000000","360000.000000","360000.000000","360000.000000","365000.000000","368000.000000","360000.000000","340000.000000","330000.000000","240000.000000","230000.000000","521081.000000","520000.000000","440626.000000","472141.000000","543053.000000","668672.000000","568052.000000","550661.000000","578586.000000","621483.000000","609696.000000"
"10","'036","Australia","1183","'02960.01","Beeswax","5510","Production","t","257.000000","193.000000","270.000000","248.000000","248.000000","236.000000","247.000000","259.000000","224.000000","289.000000","249.000000","264.000000","300.000000","400.000000","470.000000","368.000000","275.000000","329.000000","349.000000","464.000000","366.000000","482.000000","424.000000","467.000000","528.000000","491.000000","465.000000","428.000000","530.000000","412.000000","381.000000","391.000000","422.000000","341.000000","596.000000","492.000000","492.000000","470.000000","376.000000","389.000000","345.000000","327.000000","327.000000","320.000000","320.000000","320.000000","320.000000","320.000000","320.000000","308.870000","300.380000","294.140000","287.890000","285.850000","287.930000","280.220000","274.470000","268.680000","263.400000","263.120000","261.260000","262.890000","260.060000"
"10","'036","Australia","552","'01355.01","Blueberries","5312","Area harvested","ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"424.000000","348.000000","400.000000","377.000000","507.000000","547.000000","855.000000","789.000000","660.000000","784.000000","731.000000","1037.000000","1202.000000","1378.000000","1576.000000","1730.000000","2188.000000","2558.000000","2967.000000","3554.000000","4038.000000","4549.000000","5168.000000"
"10","'036","Australia","552","'01355.01","Blueberries","5412","Yield","kg/ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4858.500000","4344.800000","4012.500000","4198.900000","3479.300000","4234.000000","3788.300000","3881.300000","3790.900000","3922.000000","3971.300000","3936.800000","3943.400000","3949.900000","3959.800000","3937.000000","3937.800000","3938.800000","3897.200000","3895.300000","3915.500000","3913.300000","3911.100000"
"10","'036","Australia","552","'01355.01","Blueberries","5510","Production","t",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2060.000000","1512.000000","1605.000000","1583.000000","1764.000000","2316.000000","3239.000000","3061.800000","2502.000000","3074.570000","2903.000000","4082.940000","4739.680000","5442.040000","6240.360000","6810.000000","8617.750000","10076.140000","11564.370000","13845.130000","15811.920000","17801.580000","20211.000000"
"10","'036","Australia","181","'01702","Broad beans and horse beans, dry","5312","Area harvested","ha","400.000000","405.000000","405.000000","202.000000","202.000000","206.000000","202.000000","202.000000","202.000000","202.000000","200.000000","200.000000","233.000000","189.000000","6360.000000","15038.000000","6835.000000","12000.000000","10000.000000","10000.000000","11300.000000","18800.000000","22300.000000","33400.000000","19400.000000","38000.000000","51101.000000","51537.000000","45670.000000","57008.000000","58100.000000","82000.000000","87000.000000","86000.000000","80400.000000","97000.000000","154800.000000","135300.000000","146800.000000","178000.000000","180000.000000","175073.000000","155000.000000","194500.000000","183000.000000","186637.000000","133000.000000","125294.000000","129000.000000","162628.000000","151437.000000","202900.000000","152100.000000","152100.000000","163900.000000","350457.000000","232732.000000","313051.000000","233967.000000","214892.000000","269000.000000","287500.000000","305000.000000"
